symbol	qualifier	authority	body_lines	rule	reason
getUnrollSize		dcc/src/Transform/Sentient/OpRerolling.hpp:136	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getOpName		dcc/src/Transform/Sentient/OpRerolling.hpp:137	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getPrecisions		dcc/src/Transform/Sentient/OpRerolling.hpp:138	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isThisFieldUnrolled		dcc/src/Transform/Sentient/OpRerolling.hpp:141	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
areUnrollFieldsUpdated		dcc/src/Transform/Sentient/OpRerolling.hpp:144	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isMemoryUnit		dcc/src/Transform/Sentient/OpRerolling.hpp:145	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getXrfRdIncrVal		dcc/src/Transform/Sentient/OpRerolling.hpp:152	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getXrfWtIncrVal		dcc/src/Transform/Sentient/OpRerolling.hpp:153	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setXrfRdIncrVal		dcc/src/Transform/Sentient/OpRerolling.hpp:154	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setXrfWtIncrVal		dcc/src/Transform/Sentient/OpRerolling.hpp:155	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isXrfOp		dcc/src/Transform/Sentient/OpRerolling.hpp:158	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getmaskValue		dcc/src/Transform/Sentient/OpRerolling.hpp:159	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getSplatPad		dcc/src/Transform/Sentient/OpRerolling.hpp:160	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getSplatInput		dcc/src/Transform/Sentient/OpRerolling.hpp:161	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/OpRerolling.hpp:171	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/PortAssignment.cpp:56	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
performGraphColoring	PortAssignmentPass	dcc/src/Transform/Sentient/PortAssignment.cpp:735	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
createPortAssignmentPass	mlir::sentient	dcc/src/Transform/Sentient/PortAssignment.cpp:817	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createPortAssignmentPass	mlir::sentient	dcc/src/Transform/Sentient/PortAssignment.cpp:823	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
getOp		dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:76	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getValue		dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:77	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getElementSize		dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:78	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getNewRegisterIndex		dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:79	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setNewRegisterIndex		dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:84	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
ReadOnlyRegisterRenumberingPass		dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:97	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
initialize		dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:162	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:166	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createReadOnlyRegisterRenumberingPass	mlir::sentient	dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:251	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createReadOnlyRegisterRenumberingPass	mlir::sentient	dcc/src/Transform/Sentient/ReadOnlyRegisterRenumbering.cpp:257	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createRegisterAllocationPass	mlir::sentient	dcc/src/Transform/Sentient/RegisterAllocation.cpp:325	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
dccExtContext		dcc/src/Transform/Sentient/RegisterInitialization.cpp:256	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createRegisterInitializationPass	mlir::sentient	dcc/src/Transform/Sentient/RegisterInitialization.cpp:280	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createRegisterInitializationPass	mlir::sentient	dcc/src/Transform/Sentient/RegisterInitialization.cpp:287	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
getValue		dcc/src/Transform/Sentient/RegisterPacking.cpp:72	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getOldRegisterIndex		dcc/src/Transform/Sentient/RegisterPacking.cpp:73	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getNewRegisterIndex		dcc/src/Transform/Sentient/RegisterPacking.cpp:74	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isIndexUpdated		dcc/src/Transform/Sentient/RegisterPacking.cpp:79	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isHeaderPromoted		dcc/src/Transform/Sentient/RegisterPacking.cpp:80	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
hasSameValueInAllUnits		dcc/src/Transform/Sentient/RegisterPacking.cpp:81	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
reg_type_		dcc/src/Transform/Sentient/RegisterPacking.cpp:97	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getRegType		dcc/src/Transform/Sentient/RegisterPacking.cpp:101	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getRegistersList		dcc/src/Transform/Sentient/RegisterPacking.cpp:102	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
RegisterPackingPass		dcc/src/Transform/Sentient/RegisterPacking.cpp:113	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/RegisterPacking.cpp:138	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createRegisterPackingPass	mlir::sentient	dcc/src/Transform/Sentient/RegisterPacking.cpp:427	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createRegisterPackingPass	mlir::sentient	dcc/src/Transform/Sentient/RegisterPacking.cpp:432	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
dccExtContext		dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:132	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getLocaleAsString	RegisterTypeAssignmentPass	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:241	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
createRegisterTypeAssignmentPass	mlir::sentient	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:1054	4	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createRegisterTypeAssignmentPass	mlir::sentient	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:1061	6	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createRematerializationPass	mlir::sentient	dcc/src/Transform/Sentient/RematerializationPass.cpp:218	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createRematerializationPass	mlir::sentient	dcc/src/Transform/Sentient/RematerializationPass.cpp:224	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
opts_		dcc/src/Transform/Sentient/RemoveRedundantConditionals.cpp:55	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createRemoveRedundantConditionalsPass	mlir::sentient	dcc/src/Transform/Sentient/RemoveRedundantConditionals.cpp:326	4	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createRemoveRedundantConditionalsPass	mlir::sentient	dcc/src/Transform/Sentient/RemoveRedundantConditionals.cpp:332	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
ReuseLoopIteratorArgumentsPass		dcc/src/Transform/Sentient/ReuseLoopIteratorArguments.cpp:73	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/ReuseLoopIteratorArguments.cpp:109	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createReuseLoopIteratorArgumentsPass	mlir::sentient	dcc/src/Transform/Sentient/ReuseLoopIteratorArguments.cpp:489	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createReuseLoopIteratorArgumentsPass	mlir::sentient	dcc/src/Transform/Sentient/ReuseLoopIteratorArguments.cpp:495	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
ScalarCopyInsertionForSymbolsPass		dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:78	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:87	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createScalarCopyInsertionForSymbolsPass	mlir::sentient	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:561	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createScalarCopyInsertionForSymbolsPass	mlir::sentient	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:567	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
getConstBuilder		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:216	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getQueryMapBuilder		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:217	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getDccExtContext		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:218	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
getEvaluator		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:221	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getLdstiImmRange		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:222	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
getComp		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:225	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getScale		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:226	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getOp		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:353	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getMod		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:354	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getMergingIncrement		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:355	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getReplaceWithMod		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:356	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getOp		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:379	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getCost		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:380	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getSpeculativeImmutables		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:381	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
enablesMerging		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:384	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isMarkedForUnrolling		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:385	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setEnablesMerging		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:388	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
markForUnrolling		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:392	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getInputValueToBlock		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:411	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getBlockOps		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:412	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getUnrollCandidates		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:413	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
getNumScalarOpsInBlock		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:416	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getRequiredIBuff		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:417	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setInputValueToBlock		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:420	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
getRegion		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:467	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getBlocks		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:468	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getConstBuilder		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:472	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getQueryMapBuilder		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:473	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getDccExtContext		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:474	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
getEvaluator		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:477	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getLdstiImmRange		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:478	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
getComp		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:481	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getScale		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:482	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getConstBuilder		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:522	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getQueryMapBuilder		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:523	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getDccExtContext		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:524	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
getEvaluator		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:527	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getLdstiImmRange		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:528	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
getComp		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:531	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getScale		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:532	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:2411	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createScalarOpMergingAndHoistingPass	mlir::sentient	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:2416	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createScalarOpMergingAndHoistingPass	mlir::sentient	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:2423	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
dccExtContext		dcc/src/Transform/Sentient/ScalarOpReordering.cpp:148	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createScalarOpReorderingPass	mlir::sentient	dcc/src/Transform/Sentient/ScalarOpReordering.cpp:535	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createScalarOpReorderingPass	mlir::sentient	dcc/src/Transform/Sentient/ScalarOpReordering.cpp:540	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createScalarSimplificationsPass	mlir::sentient	dcc/src/Transform/Sentient/ScalarSimplifications.cpp:927	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createScalarSimplificationsPass	mlir::sentient	dcc/src/Transform/Sentient/ScalarSimplifications.cpp:934	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
dccExtContext		dcc/src/Transform/Sentient/ScalarSimplifications.hpp:52	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createSetActiveMaskValueREPass	mlir::sentient	dcc/src/Transform/Sentient/SetActiveMaskValueRE.cpp:87	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
isOperationAUse	SetActiveMaskValueRDETree	dcc/src/Transform/Sentient/SetActiveMaskValueRE.cpp:91	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
isOperationADef	SetActiveMaskValueRDETree	dcc/src/Transform/Sentient/SetActiveMaskValueRE.cpp:95	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
isUnknownValue		dcc/src/Transform/Sentient/SetActiveMaskValueRE.hpp:47	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getMaskValue		dcc/src/Transform/Sentient/SetActiveMaskValueRE.hpp:50	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setMaskValue		dcc/src/Transform/Sentient/SetActiveMaskValueRE.hpp:51	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getAttrs		dcc/src/Transform/Sentient/SetActiveMaskValueRE.hpp:52	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setAttrs		dcc/src/Transform/Sentient/SetActiveMaskValueRE.hpp:53	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
RedundantDefinitionEliminationTree		dcc/src/Transform/Sentient/SetActiveMaskValueRE.hpp:77	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
dcc_ext_ctx_		dcc/src/Transform/Sentient/SetMaskRE.cpp:141	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createSetMaskREPass	mlir::sentient	dcc/src/Transform/Sentient/SetMaskRE.cpp:182	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createSetMaskREPass	mlir::sentient	dcc/src/Transform/Sentient/SetMaskRE.cpp:186	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
isOperationADef	SetMaskRDETree	dcc/src/Transform/Sentient/SetMaskRE.cpp:199	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
isUnknownValue	SetMaskGenValue	dcc/src/Transform/Sentient/SetMaskRE.cpp:250	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isUnknownValue	IncrMaskGenValue	dcc/src/Transform/Sentient/SetMaskRE.cpp:288	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getMaskValue		dcc/src/Transform/Sentient/SetMaskRE.hpp:32	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setMaskValue		dcc/src/Transform/Sentient/SetMaskRE.hpp:33	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getIncrement		dcc/src/Transform/Sentient/SetMaskRE.hpp:55	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setIncrement		dcc/src/Transform/Sentient/SetMaskRE.hpp:56	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
RedundantDefinitionEliminationTree		dcc/src/Transform/Sentient/SetMaskRE.hpp:69	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
RedundantDefinitionEliminationTree		dcc/src/Transform/Sentient/SetMaskRE.hpp:73	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isDeadIncrMaskRemovalEnabled		dcc/src/Transform/Sentient/SetMaskRE.hpp:101	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
isIncrMaskAbsorptionEnabled		dcc/src/Transform/Sentient/SetMaskRE.hpp:104	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
dcc_ext_ctx_		dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:106	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
optimizeForLXLU		dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:176	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
optimizeForSFP		dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:179	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:208	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createSetSendDestinationREPass	mlir::sentient	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:215	4	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createSetSendDestinationREPass	mlir::sentient	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:220	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
isOperationADef	SetSendDstRDETree	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:231	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
value_		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:40	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isInitialized		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:44	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getValue		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:47	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setValue		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:48	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
qmap_		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:61	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isInitialized		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:66	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getQueryMap		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:69	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setQueryMap		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:70	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isSimple		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:105	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isComposite		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:106	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isUnknownValue		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:107	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
simple_		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:116	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
composite_		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:117	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isInitialized		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:134	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getCoreId		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:137	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setCoreId		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:138	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getCoreletId		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:139	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setCoreletId		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:140	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
qmap_		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:154	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isInitialized		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:159	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getQueryMap		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:162	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
setQueryMap		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:163	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isSimple		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:200	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isComposite		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:201	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isUnknownValue		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:202	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
simple_		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:210	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
composite_		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:211	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
optimizeForLXLU		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:234	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
optimizeForSFP		dcc/src/Transform/Sentient/SetSendDestinationRE.hpp:237	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/SimplifyUniformRegions.cpp:49	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createSimplifyUniformRegionsPass	mlir::sentient	dcc/src/Transform/Sentient/SimplifyUniformRegions.cpp:109	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createSimplifyUniformRegionsPass	mlir::sentient	dcc/src/Transform/Sentient/SimplifyUniformRegions.cpp:116	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
isGlobalRegion		dcc/src/Transform/Sentient/SinkScalarCopy.cpp:98	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getPointer		dcc/src/Transform/Sentient/SinkScalarCopy.cpp:106	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
